col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36,col37,col38,col39,col40,col41,col42,col43,col44,col45,col46,col47,col48,col49,col50,col51,col52,col53,col54,col55,col56,col57,col58,col59,col60,col61,col62,col63,col64,col65,col66,col67,col68,col69,col70,col71,col72,col73,col74,col75,col76,col77,col78,col79,col80,col81,col82,col83,col84,col85,col86,col87,col88,col89,col90,col91,col92,col93,col94,col95,col96,col97,col98,col99,col100,col101,col102,col103,col104,col105,col106,col107,col108,col109,col110,col111,col112,col113,col114,col115,col116,col117,col118,col119,col120,col121,col122,col123,col124,col125,col126,col127,col128,col129,col130,col131,col132,col133,col134,col135,col136,col137,col138,col139,col140,col141,col142,col143,col144,col145,col146,col147,col148,col149,col150,col151,col152,col153,class
2744,23722,268674,3457936,22995,197959,2235291,252275,2158235,3100755,2744,-65069446,1.54301E+12,-3.65901E+16,-63075285,1.49573E+12,-3.54687E+16,1.44989E+12,-3.43817E+16,-3.3328E+16,2.31E+19,2.65E+21,2.82E+26,-1.40E+30,2.65E+21,1.59E+25,-1.06E+29,2.82E+26,-1.06E+29,-1.40E+30,22,3,16,12,9,25,9,7,7,34,4,2,16,20,25,14,12,16,4,9,0,11,10,10,10,17,15,16,13,17,1,19,7,15,10,16,14,10,9,13,15,18,10,13,6,17,10,6,6,14,1,10,7,10,15,16,19,10,10,16,15,14,6,13,1,4,17,6,6,14,6,14,13,14,6,13,6,10,15,17,15,10,10,8,17,6,10,5,6,1,6,10,6,6,1,19,10,1,10,15,1,4,9,4,15,10,14,14,14,9,15,17,4,1,10,15,14,1,1,18,6,14,6,1
10340,170613,3754763,93574281,166998,2718676,59623128,3546698,57274050,84774942,10340,-1763967807,3.00927E+14,-5.1337E+19,-1726592322,2.94551E+14,-5.02493E+19,2.8831E+14,-4.91846E+19,-4.81425E+19,2.12E+42,8.91E+44,8.07E+50,-2.79E+55,8.91E+44,4.14E+49,-1.83E+54,8.07E+50,-1.83E+54,-2.79E+55,67,15,54,118,22,45,26,48,91,104,20,49,28,65,55,82,51,60,2,30,0,11,1,4,17,12,12,4,2,16,8,9,18,10,2,15,5,15,13,10,12,14,1,4,8,10,15,6,3,9,5,8,13,8,5,14,6,3,3,16,18,18,8,6,6,9,13,20,18,5,3,15,18,5,13,13,12,17,17,14,4,14,18,20,7,1,2,1,11,14,8,18,9,3,18,10,1,6,20,12,6,17,8,5,1,20,6,14,17,16,16,6,9,17,7,17,11,4,6,9,10,7,3,1
4651,52565,777963,13020857,51886,575452,8459354,771652,8463802,12910354,4651,-244427250,1.28456E+13,-6.75081E+17,-241269900,1.26796E+13,-6.66361E+17,1.25158E+13,-6.57754E+17,-6.49257E+17,1.24E+26,1.19E+28,6.17E+33,-7.55E+37,1.19E+28,3.52E+32,-5.99E+36,6.17E+33,-5.99E+36,-7.55E+37,43,2,19,65,14,19,9,12,21,60,6,14,14,31,48,46,16,21,1,9,0,11,16,7,7,13,16,6,10,15,1,6,5,16,16,17,16,20,15,15,17,5,6,13,13,13,16,10,16,13,6,1,5,16,20,16,16,16,16,15,5,16,16,16,15,10,10,6,16,1,16,13,16,16,16,18,15,10,6,16,5,15,16,13,15,1,6,1,6,1,10,10,15,10,13,16,4,15,10,3,5,16,11,1,4,1,10,12,14,4,5,10,1,17,15,16,12,4,9,14,4,10,14,1
4555,50033,733637,12253475,50857,545852,7873342,751807,7927338,12541765,4555,-227850282,1.13975E+13,-5.70127E+17,-231602778,1.15852E+13,-5.79517E+17,1.1776E+13,-5.89061E+17,-5.98762E+17,1.21E+26,1.14E+28,6.01E+33,-7.31E+37,1.14E+28,3.36E+32,-5.79E+36,6.01E+33,-5.79E+36,-7.31E+37,42,10,18,44,19,30,10,34,30,54,8,15,22,19,23,27,18,32,3,15,0,11,1,17,1,17,4,14,19,18,10,18,4,11,18,14,1,10,20,4,1,13,1,20,7,10,8,10,4,6,8,10,8,10,19,8,8,15,10,10,5,16,9,17,20,9,10,14,4,15,16,3,10,17,18,9,4,9,4,4,10,8,4,4,19,14,13,4,13,10,18,13,13,18,13,9,3,7,13,1,10,12,20,12,8,18,16,6,13,13,16,7,9,17,18,18,12,6,9,4,2,8,12,1
2142,16934,173436,2001248,16824,132741,1350595,171670,1332795,1970994,2142,-36255694,6.13667E+11,-1.0387E+16,-36020184,6.09681E+11,-1.03195E+16,6.05721E+11,-1.02525E+16,-1.01859E+16,6.62E+16,1.75E+18,4.54E+23,-1.79E+27,1.75E+18,2.59E+22,-1.65E+26,4.54E+23,-1.65E+26,-1.79E+27,8,4,14,25,5,12,10,6,37,12,4,4,14,13,22,16,4,6,2,3,0,11,16,16,15,13,6,15,4,3,18,6,1,1,6,1,15,15,13,15,4,13,13,4,14,4,10,14,15,15,15,4,14,9,15,15,15,7,3,1,14,14,10,14,14,10,9,7,10,4,16,5,20,4,9,13,13,13,6,10,8,9,4,3,4,17,9,13,4,3,2,8,13,3,18,13,6,12,4,7,1,15,4,5,10,1,7,1,13,17,9,6,10,19,11,13,10,6,9,4,18,9,18,1
3565,35521,461931,6762403,34463,339856,4408842,427825,4167572,5928281,3565,-126596844,4.49559E+12,-1.59643E+17,-122826132,4.36168E+12,-1.54888E+17,4.23177E+12,-1.50275E+17,-1.45799E+17,1.03E+22,7.74E+23,2.32E+29,-1.69E+33,7.74E+23,1.20E+28,-1.30E+32,2.32E+29,-1.30E+32,-1.69E+33,18,12,14,20,17,26,3,19,24,43,9,19,12,11,15,29,11,21,10,13,0,11,1,10,10,9,18,9,5,3,14,9,9,15,18,9,10,1,14,6,10,19,10,11,12,19,5,16,18,10,1,6,8,8,8,5,16,10,6,10,5,10,9,8,4,10,15,9,15,16,3,18,11,12,12,16,4,16,7,5,18,13,12,16,10,8,6,11,6,18,10,16,2,18,5,12,16,10,1,6,9,8,2,20,3,1,10,3,13,1,9,20,1,15,19,9,13,19,10,9,13,20,10,1
13822,266814,6792270,194485230,266475,5174959,132242867,6661341,129697989,186540555,13822,-3687636294,9.83842E+14,-2.62484E+20,-3682950975,9.82592E+14,-2.6215E+20,9.81343E+14,-2.61817E+20,-2.61485E+20,1.71E+50,2.41E+52,1.40E+59,-7.45E+63,2.41E+52,6.80E+57,-5.14E+62,1.40E+59,-5.14E+62,-7.45E+63,55,123,74,77,63,119,35,74,46,119,15,107,63,62,40,123,84,67,17,43,0,11,1,10,9,12,8,12,20,10,10,8,5,20,10,16,5,16,10,10,8,20,8,9,12,16,5,2,12,9,12,12,17,15,2,10,16,12,16,2,14,12,12,16,17,2,9,3,5,16,9,3,12,3,2,16,2,16,3,17,1,12,12,10,3,9,3,2,3,12,11,9,3,13,2,5,16,12,13,2,14,6,16,1,17,2,18,12,17,13,6,4,15,16,5,10,2,9,2,13,13,6,20,1
5275,65413,1060345,19377415,63531,784231,12669701,989905,12109237,17155821,5275,-344988162,2.25624E+13,-1.4756E+18,-335062494,2.19133E+13,-1.43314E+18,2.12828E+13,-1.39191E+18,-1.35186E+18,7.74E+28,1.11E+31,5.82E+36,-8.26E+40,1.11E+31,2.96E+35,-5.79E+39,5.82E+36,-5.79E+39,-8.26E+40,49,4,30,57,16,38,4,13,53,40,7,18,51,16,53,33,23,24,3,10,0,11,13,10,15,3,4,17,10,15,4,18,19,1,16,3,16,6,7,4,4,4,16,10,16,13,4,1,13,15,15,13,9,14,15,13,1,13,1,14,15,10,15,9,9,15,17,4,1,13,4,16,13,2,13,17,6,16,9,13,15,9,13,6,1,6,15,17,6,15,13,15,4,4,13,16,13,3,13,1,14,1,15,1,13,14,17,18,20,1,15,5,10,15,3,13,4,1,9,9,15,3,13,1
3611,34935,450313,6568293,34118,327014,4221954,425294,4052444,5987876,3611,-126115350,4.40462E+12,-1.53833E+17,-123165980,4.30161E+12,-1.50235E+17,4.20101E+12,-1.46722E+17,-1.4329E+17,1.04E+22,1.26E+24,2.32E+29,-1.72E+33,1.26E+24,1.31E+28,-1.34E+32,2.32E+29,-1.34E+32,-1.72E+33,32,10,4,16,30,22,5,24,11,29,15,16,20,12,7,17,24,30,5,19,0,11,12,6,17,4,6,13,12,5,20,18,13,5,16,12,1,17,6,18,18,15,16,13,5,4,20,13,14,20,20,10,1,4,13,19,14,5,16,11,10,1,1,20,11,5,10,10,8,18,10,6,5,13,8,12,5,10,17,10,20,18,17,18,14,7,9,9,10,15,17,13,10,12,20,8,10,10,12,10,1,18,1,3,10,5,11,18,10,6,6,5,17,16,17,10,20,17,16,10,7,6,20,1
3355,31974,390054,5347788,29680,278206,3363092,339728,3123344,4366318,3355,-107240796,3.4279E+12,-1.09571E+17,-99546720,3.18196E+12,-1.0171E+17,2.95367E+12,-9.44124E+16,-8.76387E+16,5.08E+20,6.68E+22,8.25E+27,-4.75E+31,6.68E+22,4.42E+26,-3.43E+30,8.25E+27,-3.43E+30,-4.75E+31,30,3,11,10,8,19,2,4,13,23,7,5,40,21,15,40,15,14,4,15,0,11,11,1,20,11,12,13,6,13,7,20,16,18,12,1,10,1,10,16,6,13,16,18,3,10,11,7,14,1,18,13,20,13,16,1,13,15,9,14,15,15,4,15,17,17,5,17,15,16,14,10,4,4,10,4,1,10,5,1,9,17,14,20,13,3,18,20,1,15,4,4,18,1,10,9,8,12,10,13,4,16,15,18,14,18,19,5,9,12,15,15,1,9,2,15,14,14,15,14,14,14,9,1
6228,80695,1359911,25830607,73959,949756,15862042,1165719,14822632,20819967,6228,-502487765,4.05417E+13,-3.27099E+18,-460542693,3.71575E+13,-2.99795E+18,3.40558E+13,-2.74769E+18,-2.51833E+18,2.28E+30,8.32E+32,2.00E+38,-3.02E+42,8.32E+32,1.10E+37,-1.95E+41,2.00E+38,-1.95E+41,-3.02E+42,35,5,26,38,32,26,18,23,29,73,16,25,39,28,30,39,30,34,15,24,0,11,17,8,17,20,17,16,14,18,1,12,1,15,10,6,16,5,16,15,10,10,10,2,19,15,6,16,8,20,9,10,10,20,6,4,5,10,8,5,10,10,2,20,20,8,8,15,5,8,20,15,10,1,10,17,4,4,14,14,10,11,5,4,9,10,17,10,20,2,3,16,20,8,14,10,8,13,8,16,5,18,10,6,5,20,18,17,10,18,18,17,15,19,19,12,14,20,4,12,10,13,19,1
2391,19882,216086,2646604,18506,150752,1621382,186766,1503820,2131598,2391,-47517980,9.44357E+11,-1.87679E+16,-44229340,8.79E+11,-1.7469E+16,8.18166E+11,-1.626E+16,-1.51346E+16,1.18E+18,1.51E+20,1.02E+25,-3.95E+28,1.51E+20,5.76E+23,-2.92E+27,1.02E+25,-2.92E+27,-3.95E+28,24,3,9,21,5,23,3,0,6,30,6,3,21,13,25,18,9,10,1,7,0,11,1,10,13,13,16,13,10,1,11,4,20,18,12,3,5,3,10,11,9,5,4,18,9,15,4,13,16,4,6,15,13,6,13,13,17,1,16,10,6,16,17,13,20,16,16,18,13,13,16,13,17,5,16,4,13,6,11,18,6,1,17,4,6,17,15,13,6,10,4,4,10,20,19,10,1,17,10,14,14,14,10,6,1,6,4,1,10,6,10,16,13,4,4,1,11,4,10,10,14,6,14,1
8433,129623,2616755,59511233,123096,1868920,37423404,2352144,35416408,50630346,8433,-1092981136,1.41659E+14,-1.836E+19,-1037945472,1.34526E+14,-1.74356E+19,1.27752E+14,-1.65576E+19,-1.57239E+19,5.29E+37,2.04E+40,1.22E+46,-3.16E+50,2.04E+40,6.21E+44,-2.05E+49,1.22E+46,-2.05E+49,-3.16E+50,54,21,56,77,45,37,20,40,58,88,31,34,32,34,39,45,40,62,10,31,0,11,16,10,16,4,4,14,1,15,16,5,10,3,14,12,13,3,5,1,15,14,20,5,6,9,9,10,16,13,4,12,18,1,1,1,2,4,3,6,2,13,13,3,2,3,16,10,15,3,10,2,14,18,4,4,16,17,1,10,10,4,10,18,14,3,11,14,4,16,8,12,11,4,15,18,18,5,9,18,10,15,15,10,2,17,10,10,14,1,3,15,2,16,10,5,11,20,15,14,15,12,6,1
24815,624376,20660282,768457954,606987,15171522,500710582,19532479,485022370,706455765,24815,-15493266064,9.67323E+15,-6.03949E+21,-15061775418,9.40383E+15,-5.87129E+21,9.14193E+15,-5.70777E+21,-5.54881E+21,3.57E+68,1.73E+71,1.05E+78,-1.11E+83,1.73E+71,5.25E+76,-7.37E+81,1.05E+78,-7.37E+81,-1.11E+83,123,23,128,140,102,104,73,142,152,242,60,118,134,113,149,108,131,128,61,104,0,11,1,6,18,5,13,20,15,6,13,6,12,13,18,13,6,13,10,1,13,10,13,3,20,11,16,4,4,9,10,14,4,9,1,15,9,19,14,14,10,14,1,9,15,20,1,4,9,15,9,5,6,5,18,3,1,14,9,4,3,11,13,13,4,7,18,15,9,8,8,15,3,7,6,3,11,17,12,15,9,5,15,7,3,9,15,18,20,10,6,1,10,9,20,11,13,7,1,18,10,9,10,1
6854,90348,1578636,31256046,89825,1161390,20013962,1550435,19828594,30124607,6854,-619154844,5.59312E+13,-5.05254E+18,-615570725,5.56075E+13,-5.02329E+18,5.52856E+13,-4.99421E+18,-4.9653E+18,6.54E+31,9.15E+33,7.61E+39,-1.45E+44,9.15E+33,4.07E+38,-1.08E+43,7.61E+39,-1.08E+43,-1.45E+44,42,10,41,49,28,40,19,24,38,64,14,20,46,16,46,42,30,53,16,22,0,11,3,3,19,9,13,16,13,10,8,9,13,5,6,1,15,9,9,15,16,19,20,10,17,19,9,20,9,10,17,12,14,15,1,10,15,15,5,2,14,17,6,1,18,10,5,10,10,18,17,18,8,18,12,8,9,10,8,10,3,17,15,15,1,8,16,4,1,12,4,3,13,4,13,4,14,3,20,3,4,1,10,6,15,10,4,13,13,15,15,15,6,16,6,13,15,15,18,10,3,18,4,1
3276,30813,377245,5198721,30666,285483,3467989,373166,3441611,5084724,3276,-100912575,3.10847E+12,-9.57521E+16,-100431150,3.09364E+12,-9.52952E+16,3.07888E+12,-9.48406E+16,-9.43882E+16,4.96E+20,1.61E+22,8.82E+27,-5.97E+31,1.61E+22,4.84E+26,-5.05E+30,8.82E+27,-5.05E+30,-5.97E+31,27,8,7,18,15,23,11,11,18,40,4,11,9,6,24,25,19,28,4,8,0,11,10,18,17,10,6,10,10,17,16,5,5,16,5,10,20,11,18,1,13,16,8,15,9,5,5,1,6,6,18,2,15,17,12,18,14,10,13,6,9,18,18,18,8,17,6,1,12,17,6,8,6,9,4,17,1,15,4,10,1,16,15,6,1,15,18,20,8,1,2,15,3,18,10,9,6,4,16,1,1,16,4,8,15,18,3,17,9,12,16,14,18,10,18,15,9,10,3,10,16,3,17,1
3208,29325,355719,4890087,29544,263998,3161204,353148,3095474,4738632,3208,-94045275,2.75702E+12,-8.08244E+16,-94747608,2.77761E+12,-8.1428E+16,2.79835E+12,-8.20361E+16,-8.26487E+16,4.86E+20,2.99E+22,8.41E+27,-5.46E+31,2.99E+22,4.57E+26,-4.46E+30,8.41E+27,-4.46E+30,-5.46E+31,24,5,11,23,10,19,10,9,22,38,10,10,20,17,13,23,14,19,6,9,0,11,15,11,10,10,1,10,10,1,10,16,1,1,15,13,16,1,16,1,4,16,7,19,2,20,4,18,14,1,4,16,16,12,20,13,2,10,18,13,18,9,19,6,6,12,2,14,9,3,15,14,16,13,8,12,8,18,17,17,9,1,9,18,3,9,9,10,6,15,5,5,5,16,6,20,3,9,9,14,17,19,17,18,14,12,12,6,7,16,18,11,11,10,10,4,12,9,1,16,8,16,6,1
3037,28157,339461,4599575,26571,245577,2959407,297373,2725181,3727095,3037,-85484652,2.4062E+12,-6.7729E+16,-80669556,2.27066E+12,-6.39141E+16,2.14277E+12,-6.0314E+16,-5.69167E+16,4.60E+20,6.91E+22,7.28E+27,-3.92E+31,6.91E+22,3.75E+26,-2.63E+30,7.28E+27,-2.63E+30,-3.92E+31,29,9,7,9,14,20,6,13,9,44,8,9,13,8,10,27,21,16,8,11,0,11,1,4,17,16,1,10,13,17,6,5,6,4,10,4,18,10,1,18,6,11,18,10,10,18,4,1,10,16,6,10,16,10,12,17,10,17,8,5,16,5,2,9,17,13,4,10,15,17,13,2,7,10,10,18,10,16,10,1,10,1,3,16,6,8,16,10,12,1,10,18,1,1,17,16,16,10,10,15,15,19,13,20,6,16,3,6,2,14,1,7,6,5,14,6,5,18,17,1,10,1,16,1
7297,102203,1880681,38815469,101133,1392055,25344345,1842317,25011171,37712661,7297,-745673088,7.61996E+13,-7.78676E+18,-737866368,7.54018E+13,-7.70524E+18,7.46124E+13,-7.62457E+18,-7.54474E+18,1.88E+33,1.07E+35,2.73E+41,-5.99E+45,1.07E+35,1.45E+40,-4.59E+44,2.73E+41,-4.59E+44,-5.99E+45,52,11,46,40,28,49,24,49,28,75,16,44,23,23,40,56,42,51,4,20,0,11,10,10,13,18,5,17,10,9,10,15,7,9,8,16,13,15,11,18,1,8,6,15,20,3,6,17,7,13,2,10,1,1,1,17,14,17,6,9,18,5,8,7,12,13,7,17,15,12,14,7,18,16,1,16,15,18,5,14,16,13,10,4,16,3,18,16,10,10,12,8,12,14,1,18,16,2,10,17,1,6,18,10,12,13,4,10,6,20,3,1,10,10,18,6,17,14,17,12,10,10,1,1
2400,20319,220249,2684457,18458,154298,1672668,183310,1494426,2048666,2400,-48745281,9.90043E+11,-2.01083E+16,-44280742,8.99366E+11,-1.82666E+16,8.16993E+11,-1.65936E+16,-1.50738E+16,1.19E+18,1.61E+20,1.00E+25,-3.68E+28,1.61E+20,5.51E+23,-2.55E+27,1.00E+25,-2.55E+27,-3.68E+28,15,4,11,12,11,14,6,14,11,31,6,10,8,4,12,17,14,20,2,8,0,11,9,12,13,11,10,4,18,18,16,10,10,10,4,9,10,10,10,8,16,12,5,17,10,5,16,16,6,1,1,6,4,3,9,6,15,12,16,5,20,4,17,16,16,5,7,15,6,3,18,10,4,18,13,15,17,7,10,17,7,20,6,8,20,10,6,3,12,15,18,1,7,11,11,13,3,8,10,10,1,10,17,3,3,11,6,15,17,14,9,18,18,16,12,9,15,10,8,10,6,18,8,1
3100,29482,361434,4985308,28696,272337,3334011,343632,3225247,4621228,3100,-91364718,2.69275E+12,-7.93619E+16,-88928904,2.62096E+12,-7.72461E+16,2.55108E+12,-7.51867E+16,-7.31822E+16,4.69E+20,2.46E+22,8.16E+27,-5.34E+31,2.46E+22,4.39E+26,-4.40E+30,8.16E+27,-4.40E+30,-5.34E+31,23,4,14,35,24,19,5,13,15,30,7,11,13,22,20,15,15,20,2,10,0,11,16,4,6,18,6,17,5,15,11,18,13,4,4,4,14,4,10,15,1,14,10,4,14,10,17,17,9,3,7,6,13,18,5,6,13,2,16,14,10,13,15,7,17,10,14,9,1,9,3,4,10,12,4,15,4,4,17,15,4,4,1,18,15,4,10,14,4,11,18,14,1,14,1,1,16,6,4,4,10,1,18,1,18,1,4,15,18,14,4,9,3,16,6,5,5,10,15,5,8,15,1,1
5758,72614,1186866,21726122,69348,877657,14332681,1108864,14023267,20040522,5758,-418038798,3.03502E+13,-2.20347E+18,-399236436,2.89851E+13,-2.10436E+18,2.76814E+13,-2.00971E+18,-1.91932E+18,8.45E+28,1.21E+31,6.50E+36,-9.96E+40,1.21E+31,3.60E+35,-7.59E+39,6.50E+36,-7.59E+39,-9.96E+40,42,11,25,34,25,61,10,22,25,66,10,19,31,11,51,47,30,27,7,16,0,11,15,15,10,6,13,5,7,13,15,18,7,19,1,1,13,13,16,10,16,16,6,10,7,15,10,10,5,10,15,6,17,15,8,13,16,16,17,17,10,16,13,13,15,7,3,16,10,16,10,3,6,6,17,18,12,13,13,15,18,15,4,13,17,6,15,4,1,5,6,13,16,13,1,16,16,3,19,10,13,1,15,19,15,12,6,15,6,6,15,13,15,1,15,10,2,16,6,19,17,1,1,1
4492,49447,706665,11346889,47244,514170,7342914,651542,6999642,10138290,4492,-222066477,1.09781E+13,-5.42712E+17,-212172804,1.0489E+13,-5.18533E+17,1.00217E+13,-4.95431E+17,-4.73358E+17,5.43E+24,6.72E+26,2.06E+32,-2.07E+36,6.72E+26,1.12E+31,-1.58E+35,2.06E+32,-1.58E+35,-2.07E+36,41,7,9,13,28,43,4,18,16,57,14,12,17,10,12,47,20,32,13,16,0,11,1,1,14,6,20,6,20,20,15,17,18,8,5,16,1,11,5,6,6,20,16,10,20,20,5,12,15,9,17,5,16,5,18,11,13,16,10,18,4,4,8,13,10,3,9,3,3,10,6,5,8,17,16,16,14,16,1,1,20,1,8,16,9,5,18,16,6,18,10,16,3,14,11,16,1,15,19,10,5,16,16,6,10,10,10,18,6,10,18,12,8,5,5,1,19,16,16,17,18,13,18,1
15669,317492,8537434,258610646,307136,6186565,165728973,7952774,158995295,231874238,15669,-4974464656,1.57925E+15,-5.01368E+20,-4812206848,1.52774E+15,-4.85014E+20,1.47791E+15,-4.69194E+20,-4.5389E+20,3.02E+53,1.79E+56,3.09E+62,-1.83E+67,1.79E+56,1.58E+61,-1.19E+66,3.09E+62,-1.19E+66,-1.83E+67,94,38,75,108,66,96,45,91,83,148,33,82,85,56,84,90,71,93,31,63,0,11,6,7,16,9,14,8,15,8,10,10,10,12,4,11,4,9,10,4,9,17,10,5,15,10,4,14,6,20,4,10,14,5,15,10,6,13,17,10,14,6,9,1,18,17,18,20,17,12,20,13,5,13,6,4,17,5,12,15,4,9,5,15,16,10,3,19,4,12,13,17,4,15,4,3,3,16,3,9,20,2,9,10,12,10,14,14,16,6,16,5,14,20,20,5,10,14,6,12,4,9,16,1
12929,238824,5820604,159674220,231436,4288047,105043361,5415374,100213421,141967906,12929,-3087516672,7.37316E+14,-1.76075E+20,-2992004608,7.14507E+14,-1.70628E+20,6.92404E+14,-1.6535E+20,-1.60235E+20,1.14E+47,3.86E+49,6.88E+55,-3.07E+60,3.86E+49,3.44E+54,-2.05E+59,6.88E+55,-2.05E+59,-3.07E+60,74,19,69,76,42,81,39,72,56,138,31,44,54,60,67,102,67,88,14,42,0,11,15,16,15,16,12,16,6,18,15,10,3,6,20,1,15,10,18,14,14,17,8,10,2,20,14,12,13,18,17,6,10,10,16,1,16,7,4,14,9,3,1,19,18,15,3,12,8,20,16,8,10,1,18,19,6,10,6,11,1,20,15,9,12,1,3,15,3,4,3,9,1,9,1,20,4,10,4,14,12,18,18,9,10,11,15,6,10,10,14,2,11,11,15,14,18,1,9,18,4,9,5,1
7054,98847,1804173,37052577,94919,1322842,23986176,1666675,23163922,33064295,7054,-697167891,6.89032E+13,-6.80991E+18,-669463707,6.61651E+13,-6.53929E+18,6.35358E+13,-6.27943E+18,-6.0299E+18,1.82E+33,3.66E+35,2.51E+41,-5.11E+45,3.66E+35,1.29E+40,-3.63E+44,2.51E+41,-3.63E+44,-5.11E+45,47,8,46,43,39,56,30,36,34,67,17,29,33,17,36,49,23,33,15,44,0,11,1,1,13,11,17,13,1,1,15,13,4,3,20,4,1,1,10,12,1,1,10,1,3,18,13,4,10,1,15,10,10,4,8,3,13,20,10,9,13,20,1,18,3,5,14,15,15,20,9,14,5,16,14,8,10,9,12,8,6,4,12,4,6,6,8,3,9,5,16,15,6,20,4,16,5,6,18,7,15,2,1,3,6,6,10,20,2,9,4,19,1,13,6,1,4,6,18,5,10,17,6,1
4447,48435,689479,11060949,44969,483743,6870467,590693,6271327,8720177,4447,-215342010,1.04277E+13,-5.04954E+17,-199932174,9.68154E+12,-4.6882E+17,8.98873E+12,-4.35271E+17,-4.04123E+17,5.37E+24,1.20E+27,1.91E+32,-1.68E+36,1.20E+27,1.00E+31,-1.09E+35,1.91E+32,-1.09E+35,-1.68E+36,28,10,23,13,21,24,8,19,18,38,5,33,16,14,9,33,41,36,4,17,0,11,18,2,5,15,10,5,13,18,13,6,16,6,10,18,10,18,2,10,18,10,6,1,18,15,16,20,1,10,4,10,12,10,17,3,16,4,12,1,17,2,10,20,1,9,19,14,11,12,5,17,18,15,20,4,17,17,12,9,17,20,9,17,18,17,8,16,3,7,6,17,18,17,20,12,6,16,8,2,6,3,3,14,12,6,13,9,8,1,18,14,5,6,13,6,5,16,19,8,1,12,5,1
7713,112718,2140162,45557480,111373,1613114,30390008,2092623,30241552,44242537,7713,-869281216,9.79709E+13,-1.10417E+19,-858908576,9.68019E+13,-1.09099E+19,9.56468E+13,-1.07797E+19,-1.06511E+19,5.56E+34,1.66E+36,9.72E+42,-2.35E+47,1.66E+36,4.99E+41,-1.79E+46,9.72E+42,-1.79E+46,-2.35E+47,64,15,42,47,29,81,19,47,45,62,23,29,22,23,48,43,55,61,10,15,0,11,17,7,4,4,7,7,1,1,9,17,10,6,8,6,9,1,8,1,18,10,17,16,6,6,3,1,14,6,11,12,1,1,18,15,1,18,18,15,18,6,8,5,17,6,1,15,18,5,5,18,7,4,6,20,14,6,10,18,3,6,6,3,7,8,9,4,1,17,19,4,16,18,16,11,11,10,14,10,6,6,17,18,8,6,16,1,15,2,9,3,5,15,4,15,4,6,15,10,15,1,1,1
4059,44339,626817,9978713,44369,474440,6533120,630369,6646498,10019783,4059,-179927662,7.97585E+12,-3.53554E+17,-180049402,7.98124E+12,-3.53793E+17,7.98664E+12,-3.54033E+17,-3.54272E+17,4.90E+24,1.12E+26,1.96E+32,-2.10E+36,1.12E+26,1.04E+31,-1.70E+35,1.96E+32,-1.70E+35,-2.10E+36,46,6,26,27,16,41,7,27,37,38,9,23,17,13,17,21,17,32,3,11,0,11,1,11,14,9,8,5,1,15,4,8,10,3,16,15,6,12,13,17,18,4,18,3,10,7,17,1,9,6,15,5,15,1,1,18,13,16,6,1,16,17,6,8,20,4,1,10,4,10,15,3,6,3,9,6,15,20,10,6,9,6,18,10,9,1,18,4,12,8,12,12,17,10,6,13,1,10,10,14,9,9,10,16,18,18,3,14,4,9,18,3,9,5,11,8,4,10,3,6,17,4,12,1
12777,229305,5387405,142395645,230053,4134362,97352826,5436661,97524436,144264205,12777,-2929600680,6.7172E+14,-1.54017E+20,-2939157128,6.73911E+14,-1.54519E+20,6.76109E+14,-1.55023E+20,-1.55529E+20,3.12E+45,1.57E+46,1.72E+54,-7.77E+58,1.57E+46,8.89E+52,-5.74E+57,1.72E+54,-5.74E+57,-7.77E+58,81,18,66,83,38,74,34,65,62,139,36,34,58,63,62,100,69,80,13,48,0,11,15,16,15,16,12,16,6,18,15,10,3,6,20,1,15,10,18,14,14,17,8,10,2,7,14,12,13,18,17,6,10,10,13,1,16,20,3,14,9,3,1,19,18,15,3,12,18,20,16,8,10,1,18,19,6,10,6,10,1,20,15,9,12,1,3,15,3,4,3,9,1,9,1,20,4,10,4,14,16,18,18,9,10,11,15,6,10,10,7,2,11,8,15,14,18,3,9,18,4,16,5,1
11414,199133,4564695,117719783,189177,3259530,74138722,4122355,70576918,101046291,11414,-2272704929,4.52531E+14,-9.01059E+19,-2159077101,4.29906E+14,-8.56009E+19,4.08412E+14,-8.13212E+19,-7.72554E+19,7.97E+43,3.80E+46,3.51E+52,-1.30E+57,3.80E+46,1.79E+51,-8.41E+55,3.51E+52,-8.41E+55,-1.30E+57,51,20,63,68,44,67,24,74,64,126,18,47,58,64,61,67,47,70,14,46,0,11,1,6,1,1,6,10,17,1,4,18,16,19,9,18,10,4,15,15,1,15,17,9,15,16,6,16,18,20,4,13,10,9,16,8,12,10,13,15,13,3,12,4,17,10,19,3,9,10,3,7,20,20,15,8,18,9,16,17,10,10,10,20,14,16,13,17,17,6,10,5,13,17,9,17,2,6,6,3,14,9,1,9,8,14,3,16,10,20,2,1,1,6,1,19,1,10,1,10,1,20,15,1
